"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.01.03	00:00:00	94565.27	94565.27	94533.17	94539.79	900	0	52"
"2025.01.03	00:15:00	94539.73	94563.84	94533.66	94533.66	900	0	52"
"2025.01.03	00:30:00	94533.60	94613.66	94504.80	94612.58	900	0	52"
"2025.01.03	00:45:00	94612.52	94620.55	94590.75	94605.19	900	0	52"
"2025.01.03	01:00:00	94605.13	94605.13	94551.19	94551.19	900	0	52"
"2025.01.03	01:15:00	94551.13	94609.67	94546.33	94603.01	900	0	52"
"2025.01.03	01:30:00	94602.95	94624.86	94583.64	94595.94	900	0	52"
"2025.01.03	01:45:00	94595.88	94626.20	94578.96	94617.08	900	0	52"
"2025.01.03	02:00:00	94617.02	94648.97	94599.50	94634.57	900	0	52"
"2025.01.03	02:15:00	94634.51	94674.21	94616.03	94664.13	900	0	52"
"2025.01.03	02:30:00	94664.07	94740.47	94622.13	94731.41	900	0	52"
"2025.01.03	02:45:00	94731.35	94763.93	94725.05	94750.39	900	0	52"
"2025.01.03	03:00:00	94750.33	94770.53	94734.58	94734.58	900	0	52"
"2025.01.03	03:15:00	94734.52	94734.52	94694.09	94694.09	900	0	52"
"2025.01.03	03:30:00	94694.03	94711.83	94669.77	94677.62	900	0	52"
"2025.01.03	03:45:00	94677.56	94710.87	94669.95	94677.35	900	0	52"
"2025.01.03	04:00:00	94677.29	94678.23	94627.79	94673.85	900	0	52"
"2025.01.03	04:15:00	94673.79	94673.79	94631.43	94636.67	900	0	52"
"2025.01.03	04:30:00	94636.61	94674.00	94616.88	94667.40	900	0	52"
"2025.01.03	04:45:00	94667.34	94667.34	94613.40	94613.40	900	0	52"
"2025.01.03	05:00:00	94613.34	94623.93	94581.75	94593.41	900	0	52"
"2025.01.03	05:15:00	94593.35	94593.35	94539.41	94539.41	900	0	52"
"2025.01.03	05:30:00	94539.35	94545.44	94516.85	94528.16	900	0	52"
"2025.01.03	05:45:00	94528.10	94594.67	94524.80	94594.07	900	0	52"
"2025.01.03	06:00:00	94594.01	94594.01	94554.23	94567.45	900	0	52"
"2025.01.03	06:15:00	94567.39	94660.99	94564.63	94642.03	900	0	52"
"2025.01.03	06:30:00	94641.97	94688.64	94635.01	94646.82	900	0	52"
"2025.01.03	06:45:00	94646.76	94668.82	94622.08	94622.08	900	0	52"
"2025.01.03	07:00:00	94622.02	94622.02	94580.19	94580.19	900	0	52"
"2025.01.03	07:15:00	94580.13	94598.48	94556.54	94572.94	900	0	52"
"2025.01.03	07:30:00	94572.88	94717.90	94564.42	94715.98	900	0	52"
"2025.01.03	07:45:00	94715.92	94803.42	94713.46	94795.62	900	0	52"
"2025.01.03	08:00:00	94795.56	94859.09	94794.00	94856.51	900	0	52"
"2025.01.03	08:15:00	94856.45	94886.46	94851.41	94864.20	900	0	52"
"2025.01.03	08:30:00	94864.14	94864.14	94828.86	94841.77	900	0	52"
"2025.01.03	08:45:00	94841.71	94841.71	94787.77	94787.77	900	0	52"
"2025.01.03	09:00:00	94787.71	94899.86	94787.59	94885.22	900	0	52"
"2025.01.03	09:15:00	94885.16	94893.21	94859.48	94887.63	900	0	52"
"2025.01.03	09:30:00	94887.57	94913.43	94872.93	94872.93	900	0	52"
"2025.01.03	09:45:00	94872.87	94889.10	94854.54	94866.32	900	0	52"
"2025.01.03	10:00:00	94866.26	94866.26	94826.23	94826.23	900	0	52"
"2025.01.03	10:15:00	94826.17	94875.96	94821.31	94845.36	900	0	52"
"2025.01.03	10:30:00	94845.30	94928.99	94840.08	94918.55	900	0	52"
"2025.01.03	10:45:00	94918.49	94945.59	94899.63	94899.63	900	0	52"
"2025.01.03	11:00:00	94899.57	94932.67	94869.99	94932.61	900	0	52"
"2025.01.03	11:15:00	94932.55	94947.99	94894.33	94942.59	900	0	52"
"2025.01.03	11:30:00	94942.53	94964.66	94914.02	94914.02	900	0	52"
"2025.01.03	11:45:00	94913.96	94922.70	94877.34	94877.34	900	0	52"
"2025.01.03	12:00:00	94877.28	94928.88	94869.84	94895.22	900	0	52"
"2025.01.03	12:15:00	94895.16	94918.46	94870.51	94914.14	900	0	52"
"2025.01.03	12:30:00	94914.08	94971.50	94908.74	94953.26	900	0	52"
"2025.01.03	12:45:00	94953.20	94979.14	94939.34	94960.80	900	0	52"
"2025.01.03	13:00:00	94960.74	94960.85	94924.36	94958.27	900	0	52"
"2025.01.03	13:15:00	94958.21	94958.21	94920.78	94936.89	900	0	52"
"2025.01.03	13:30:00	94936.83	95012.54	94922.31	94998.98	900	0	52"
"2025.01.03	13:45:00	94998.92	95136.92	94998.14	95136.56	900	0	52"
"2025.01.03	14:00:00	95136.50	95169.61	95109.14	95169.49	900	0	52"
"2025.01.03	14:15:00	95169.43	95248.64	95162.23	95230.70	900	0	52"
"2025.01.03	14:30:00	95230.64	95263.46	95211.32	95228.90	900	0	52"
"2025.01.03	14:45:00	95228.84	95238.29	95192.99	95192.99	900	0	52"
"2025.01.03	15:00:00	95192.93	95240.83	95189.45	95209.45	900	0	52"
"2025.01.03	15:15:00	95209.39	95234.92	95182.66	95182.66	900	0	52"
"2025.01.03	15:30:00	95182.60	95201.20	95157.40	95169.07	900	0	52"
"2025.01.03	15:45:00	95169.01	95221.36	95166.49	95218.48	900	0	52"
"2025.01.03	16:00:00	95218.42	95221.35	95194.72	95206.71	900	0	52"
"2025.01.03	16:15:00	95206.65	95268.84	95185.23	95263.08	900	0	52"
"2025.01.03	16:30:00	95263.02	95282.26	95225.04	95272.06	900	0	52"
"2025.01.03	16:45:00	95272.00	95292.64	95229.88	95281.90	900	0	52"
"2025.01.03	17:00:00	95281.84	95293.67	95261.92	95274.05	900	0	52"
"2025.01.03	17:15:00	95273.99	95297.42	95256.59	95272.88	900	0	52"
"2025.01.03	17:30:00	95272.82	95272.82	95218.88	95218.88	900	0	52"
"2025.01.03	17:45:00	95218.82	95228.06	95191.28	95191.28	900	0	52"
"2025.01.03	18:00:00	95191.22	95191.22	95148.98	95160.67	900	0	52"
"2025.01.03	18:15:00	95160.61	95160.61	95120.47	95138.53	900	0	52"
"2025.01.03	18:30:00	95138.47	95220.13	95123.17	95210.53	900	0	52"
"2025.01.03	18:45:00	95210.47	95210.47	95160.13	95178.11	900	0	52"
"2025.01.03	19:00:00	95178.05	95231.38	95171.49	95214.88	900	0	52"
"2025.01.03	19:15:00	95214.82	95242.57	95189.02	95223.73	900	0	52"
"2025.01.03	19:30:00	95223.67	95223.67	95190.97	95212.59	900	0	52"
"2025.01.03	19:45:00	95212.53	95272.80	95212.17	95239.89	900	0	52"
"2025.01.03	20:00:00	95239.83	95239.83	95185.89	95185.89	900	0	52"
"2025.01.03	20:15:00	95185.83	95335.80	95177.73	95331.36	900	0	52"
"2025.01.03	20:30:00	95331.30	95346.75	95303.22	95345.91	900	0	52"
"2025.01.03	20:45:00	95345.85	95371.89	95318.73	95353.35	900	0	52"
"2025.01.03	21:00:00	95353.29	95353.29	95315.31	95326.20	900	0	52"
"2025.01.03	21:15:00	95326.14	95360.16	95316.66	95335.50	900	0	52"
"2025.01.03	21:30:00	95335.44	95369.98	95315.76	95343.40	900	0	52"
"2025.01.03	21:45:00	95343.34	95460.48	95335.48	95453.58	900	0	52"
"2025.01.03	22:00:00	95453.52	95518.09	95424.30	95512.87	900	0	52"
"2025.01.03	22:15:00	95512.81	95533.09	95485.63	95485.63	900	0	52"
"2025.01.03	22:30:00	95485.57	95497.38	95463.72	95463.72	900	0	52"
"2025.01.03	22:45:00	95463.66	95479.79	95427.89	95427.89	900	0	52"
"2025.01.03	23:00:00	95427.83	95427.83	95373.89	95373.89	900	0	52"
"2025.01.03	23:15:00	95373.83	95373.83	95319.89	95319.89	900	0	52"
"2025.01.03	23:30:00	95319.83	95320.99	95297.58	95303.23	900	0	52"
"2025.01.03	23:45:00	95303.17	95308.76	95278.69	95287.52	900	0	52"
"2025.01.04	00:00:00	95287.46	95301.12	95253.00	95253.00	900	0	52"
"2025.01.04	00:15:00	95252.94	95252.94	95199.00	95199.00	900	0	52"
"2025.01.04	00:30:00	95198.94	95227.81	95192.09	95212.87	900	0	52"
"2025.01.04	00:45:00	95230.43	95314.36	95224.01	95309.08	900	0	52"
"2025.01.04	01:00:00	95309.02	95309.02	95263.90	95293.06	900	0	52"
"2025.01.04	01:15:00	95293.00	95293.00	95252.14	95256.33	900	0	52"
"2025.01.04	01:30:00	95256.27	95256.27	95208.93	95225.26	900	0	52"
"2025.01.04	01:45:00	95225.20	95273.20	95217.94	95240.74	900	0	52"
"2025.01.04	02:00:00	95240.68	95260.15	95207.95	95207.95	900	0	52"
"2025.01.04	02:15:00	95207.89	95207.89	95156.35	95180.18	900	0	52"
"2025.01.04	02:30:00	95180.12	95226.19	95168.18	95193.97	900	0	52"
"2025.01.04	02:45:00	95193.91	95193.91	95164.09	95171.67	900	0	52"
"2025.01.04	03:00:00	95171.61	95192.52	95157.87	95166.72	900	0	52"
"2025.01.04	03:15:00	95166.66	95201.84	95155.32	95159.30	900	0	52"
"2025.01.04	03:30:00	95159.24	95271.20	95151.20	95264.66	900	0	52"
"2025.01.04	03:45:00	95264.60	95264.60	95210.66	95210.66	900	0	52"
"2025.01.04	04:00:00	95210.60	95224.41	95180.85	95195.39	900	0	52"
"2025.01.04	04:15:00	95195.33	95195.33	95159.15	95181.29	900	0	52"
"2025.01.04	04:30:00	95181.23	95181.98	95142.98	95142.98	900	0	52"
"2025.01.04	04:45:00	95142.92	95142.92	95106.08	95122.51	900	0	52"
"2025.01.04	05:00:00	95122.45	95122.45	95068.51	95068.51	900	0	52"
"2025.01.04	05:15:00	95068.45	95117.93	95060.29	95107.85	900	0	52"
"2025.01.04	05:30:00	95107.79	95107.79	95070.06	95070.06	900	0	52"
"2025.01.04	05:45:00	95070.00	95070.00	95037.48	95037.48	900	0	52"
"2025.01.04	06:00:00	95037.42	95037.42	94983.48	94983.48	900	0	52"
"2025.01.04	06:15:00	94983.42	94983.42	94942.64	94942.64	900	0	52"
"2025.01.04	06:30:00	94942.58	94970.27	94930.89	94930.89	900	0	52"
"2025.01.04	06:45:00	94930.83	94930.83	94876.89	94876.89	900	0	52"
"2025.01.04	07:00:00	94876.83	94876.83	94843.33	94843.33	900	0	52"
"2025.01.04	07:15:00	94843.27	94913.18	94832.29	94906.82	900	0	52"
"2025.01.04	07:30:00	94906.76	94906.76	94875.02	94900.51	900	0	52"
"2025.01.04	07:45:00	94900.45	94933.82	94875.55	94928.84	900	0	52"
"2025.01.04	08:00:00	94928.78	94962.04	94925.42	94938.46	900	0	52"
"2025.01.04	08:15:00	94938.40	94938.40	94884.46	94884.46	900	0	52"
"2025.01.04	08:30:00	94884.40	94891.37	94860.22	94861.67	900	0	52"
"2025.01.04	08:45:00	94861.61	94875.30	94838.63	94854.60	900	0	52"
"2025.01.04	09:00:00	94854.54	94892.36	94848.30	94864.46	900	0	52"
"2025.01.04	09:15:00	94864.40	94894.33	94849.21	94882.33	900	0	52"
"2025.01.04	09:30:00	94882.27	94901.62	94843.64	94898.62	900	0	52"
"2025.01.04	09:45:00	94898.56	94898.56	94862.08	94871.45	900	0	52"
"2025.01.04	10:00:00	94871.39	94949.95	94859.75	94942.87	900	0	52"
"2025.01.04	10:15:00	94942.81	94966.11	94912.81	94946.07	900	0	52"
"2025.01.04	10:30:00	94946.01	94961.57	94922.55	94956.50	900	0	52"
"2025.01.04	10:45:00	94956.44	94956.44	94902.50	94902.50	900	0	52"
"2025.01.04	11:00:00	94902.44	95012.69	94901.96	95006.37	900	0	52"
"2025.01.04	11:15:00	95006.31	95073.09	94995.39	95047.71	900	0	52"
"2025.01.04	11:30:00	95047.65	95059.78	95024.92	95024.92	900	0	52"
"2025.01.04	11:45:00	95024.86	95060.71	95003.20	95054.53	900	0	52"
"2025.01.04	12:00:00	95054.47	95062.35	95035.59	95051.95	900	0	52"
"2025.01.04	12:15:00	95051.89	95054.59	95020.45	95020.45	900	0	52"
"2025.01.04	12:30:00	95020.39	95020.39	94978.93	94983.84	900	0	52"
"2025.01.04	12:45:00	94983.78	94983.78	94936.20	94955.59	900	0	52"
"2025.01.04	13:00:00	94955.53	94968.82	94917.76	94917.76	900	0	52"
"2025.01.04	13:15:00	94917.70	94917.70	94891.66	94891.66	900	0	52"
"2025.01.04	13:30:00	94891.60	94919.18	94877.86	94890.92	900	0	52"
"2025.01.04	13:45:00	94890.86	94890.86	94859.60	94859.87	900	0	52"
"2025.01.04	14:00:00	94859.81	94859.81	94820.81	94840.56	900	0	52"
"2025.01.04	14:15:00	94840.50	94840.50	94786.56	94786.56	900	0	52"
"2025.01.04	14:30:00	94786.50	94862.06	94773.84	94856.42	900	0	52"
"2025.01.04	14:45:00	94856.36	94872.43	94835.11	94860.96	900	0	52"
"2025.01.04	15:00:00	94860.90	94924.21	94860.66	94917.61	900	0	52"
"2025.01.04	15:15:00	94917.55	94943.96	94903.57	94928.90	900	0	52"
"2025.01.04	15:30:00	94928.84	94974.53	94918.82	94956.77	900	0	52"
"2025.01.04	15:45:00	94956.71	94956.71	94902.77	94902.77	900	0	52"
"2025.01.04	16:00:00	94902.71	94922.32	94873.06	94889.37	900	0	52"
"2025.01.04	16:15:00	94889.31	94900.29	94869.09	94876.29	900	0	52"
"2025.01.04	16:30:00	94876.23	94982.79	94875.81	94965.33	900	0	52"
"2025.01.04	16:45:00	94965.27	94965.27	94911.33	94911.33	900	0	52"
"2025.01.04	17:00:00	94911.27	94953.18	94905.87	94927.50	900	0	52"
"2025.01.04	17:15:00	94927.44	94984.45	94917.06	94974.03	900	0	52"
"2025.01.04	17:30:00	94973.97	95043.18	94969.71	95028.00	900	0	52"
"2025.01.04	17:45:00	95027.94	95053.64	95007.36	95020.82	900	0	52"
"2025.01.04	18:00:00	95020.76	95089.02	95019.92	95088.84	900	0	52"
"2025.01.04	18:15:00	95088.78	95088.78	95041.14	95065.95	900	0	52"
"2025.01.04	18:30:00	95065.89	95093.92	95059.13	95070.94	900	0	52"
"2025.01.04	18:45:00	95070.88	95085.07	95046.13	95059.01	900	0	52"
"2025.01.04	19:00:00	95058.95	95058.95	95009.75	95039.90	900	0	52"
"2025.01.04	19:15:00	95039.84	95054.63	95026.45	95050.61	900	0	52"
"2025.01.04	19:30:00	95050.55	95053.43	95016.47	95033.57	901	0	52"
"2025.01.04	19:45:00	95033.51	95053.26	94999.50	94999.50	900	0	52"
"2025.01.04	20:00:00	94999.44	94999.44	94945.56	94945.56	899	0	52"
"2025.01.04	20:15:00	94945.50	95012.22	94944.54	95009.22	900	0	52"
"2025.01.04	20:30:00	95009.16	95044.36	94976.04	95037.28	900	0	52"
"2025.01.04	20:45:00	95037.22	95037.22	94998.10	95021.58	900	0	52"
"2025.01.04	21:00:00	95021.52	95176.12	95021.46	95170.36	900	0	52"
"2025.01.04	21:15:00	95170.30	95181.14	95146.54	95151.02	900	0	52"
"2025.01.04	21:30:00	95150.96	95185.74	95147.85	95147.85	901	0	52"
"2025.01.04	21:45:00	95147.79	95187.21	95143.59	95162.29	900	0	52"
"2025.01.04	22:00:00	95162.23	95184.88	95142.76	95162.28	900	0	52"
"2025.01.04	22:15:00	95162.22	95187.39	95158.86	95160.03	900	0	52"
"2025.01.04	22:30:00	95159.97	95159.97	95123.37	95145.42	900	0	52"
"2025.01.04	22:45:00	95145.36	95160.99	95128.55	95139.98	900	0	52"
"2025.01.04	23:00:00	95139.92	95139.92	95092.70	95126.39	900	0	52"
"2025.01.04	23:15:00	95126.33	95155.04	95109.17	95133.86	900	0	52"
"2025.01.04	23:30:00	95133.80	95133.80	95079.86	95079.86	900	0	52"
"2025.01.04	23:45:00	95079.80	95079.80	95045.24	95048.00	900	0	52"
"2025.01.05	00:00:00	95047.94	95047.96	95020.70	95034.88	900	0	52"
"2025.01.05	00:15:00	95034.82	95076.21	95020.54	95044.65	900	0	52"
"2025.01.05	00:30:00	95044.59	95082.90	95038.05	95053.14	900	0	52"
"2025.01.05	00:45:00	95053.08	95104.45	95046.72	95095.87	900	0	52"
"2025.01.05	01:00:00	95095.81	95099.28	95072.53	95082.36	900	0	52"
"2025.01.05	01:15:00	95082.30	95082.30	95028.36	95028.36	900	0	52"
"2025.01.05	01:30:00	95028.30	95042.83	94993.98	95033.71	900	0	52"
"2025.01.05	01:45:00	95033.65	95098.66	95018.05	95089.30	900	0	52"
"2025.01.05	02:00:00	95089.24	95120.31	95083.36	95109.57	900	0	52"
"2025.01.05	02:15:00	95109.51	95109.51	95070.95	95070.95	900	0	52"
"2025.01.05	02:30:00	95070.89	95080.03	95046.11	95050.93	900	0	52"
"2025.01.05	02:45:00	95050.87	95081.98	95032.36	95032.36	900	0	52"
"2025.01.05	03:00:00	95032.30	95050.01	95004.22	95038.25	900	0	52"
"2025.01.05	03:15:00	95038.19	95038.19	94997.63	95002.24	900	0	52"
"2025.01.05	03:30:00	95002.18	95025.63	94987.77	95009.15	900	0	52"
"2025.01.05	03:45:00	95009.09	95009.09	94958.69	94988.43	900	0	52"
"2025.01.05	04:00:00	94988.37	94988.37	94950.69	94972.83	900	0	52"
"2025.01.05	04:15:00	94972.77	95001.53	94924.23	94998.77	900	0	52"
"2025.01.05	04:30:00	94998.71	95027.23	94964.03	95017.99	900	0	52"
"2025.01.05	04:45:00	95017.93	95026.49	94981.85	94981.85	900	0	52"
"2025.01.05	05:00:00	94981.79	94981.79	94940.01	94940.01	900	0	52"
"2025.01.05	05:15:00	94939.95	94939.95	94890.99	94913.11	900	0	52"
"2025.01.05	05:30:00	94913.05	94927.29	94888.39	94901.79	900	0	52"
"2025.01.05	05:45:00	94901.73	94935.03	94883.19	94927.65	835	0	52"
"2025.01.05	06:00:00	94927.59	95050.02	94921.71	95039.94	900	0	52"
"2025.01.05	06:15:00	95039.88	95096.99	95035.08	95083.91	900	0	52"
"2025.01.05	06:30:00	95083.85	95088.58	95058.11	95060.44	900	0	52"
"2025.01.05	06:45:00	95060.38	95082.82	95040.28	95058.64	900	0	52"
"2025.01.05	07:00:00	95058.58	95058.58	95011.30	95031.03	900	0	52"
"2025.01.05	07:15:00	95030.97	95053.28	95006.60	95006.60	900	0	52"
"2025.01.05	07:30:00	95006.54	95018.53	94996.26	95001.13	900	0	52"
"2025.01.05	07:45:00	95001.07	95001.07	94970.17	94975.82	900	0	52"
"2025.01.05	08:00:00	94975.76	94993.32	94957.96	94974.78	900	0	52"
"2025.01.05	08:15:00	94974.72	94998.39	94945.95	94945.95	900	0	52"
"2025.01.05	08:30:00	94945.89	94969.99	94930.09	94949.83	900	0	52"
"2025.01.05	08:45:00	94949.77	94961.79	94935.33	94935.33	900	0	52"
"2025.01.05	09:00:00	94935.27	94935.27	94881.33	94881.33	900	0	52"
"2025.01.05	09:15:00	94881.27	94906.72	94865.97	94870.12	900	0	52"
"2025.01.05	09:30:00	94870.06	94899.13	94852.48	94871.83	900	0	52"
"2025.01.05	09:45:00	94871.77	94912.08	94863.37	94902.36	900	0	52"
"2025.01.05	10:00:00	94902.30	94968.42	94899.90	94960.50	900	0	52"
"2025.01.05	10:15:00	94960.44	94964.37	94925.49	94925.49	900	0	52"
"2025.01.05	10:30:00	94925.43	94955.52	94905.33	94937.76	900	0	52"
"2025.01.05	10:45:00	94937.70	94960.59	94906.26	94959.63	900	0	52"
"2025.01.05	11:00:00	94959.57	94984.44	94955.26	94955.26	900	0	52"
"2025.01.05	11:15:00	94955.20	94955.20	94901.26	94901.26	900	0	52"
"2025.01.05	11:30:00	94901.20	94936.43	94894.33	94929.23	900	0	52"
"2025.01.05	11:45:00	94929.17	94954.01	94918.17	94947.47	900	0	52"
"2025.01.05	12:00:00	94947.41	94947.41	94893.47	94893.47	900	0	52"
"2025.01.05	12:15:00	94893.41	94932.33	94887.53	94917.19	900	0	52"
"2025.01.05	12:30:00	94917.13	94917.13	94883.14	94898.44	900	0	52"
"2025.01.05	12:45:00	94898.38	94939.80	94879.36	94924.05	900	0	52"
"2025.01.05	13:00:00	94923.99	94942.31	94902.53	94902.53	900	0	52"
"2025.01.05	13:15:00	94902.47	94917.40	94872.11	94907.14	900	0	52"
"2025.01.05	13:30:00	94907.08	94907.08	94867.76	94867.76	900	0	52"
"2025.01.05	13:45:00	94867.70	94873.49	94834.43	94834.43	900	0	52"
"2025.01.05	14:00:00	94834.37	94845.49	94802.27	94824.37	900	0	52"
"2025.01.05	14:15:00	94824.31	94922.94	94798.33	94917.72	900	0	52"
"2025.01.05	14:30:00	94917.66	95011.72	94909.80	94983.28	900	0	52"
"2025.01.05	14:45:00	94983.22	95017.84	94958.50	95006.86	900	0	52"
"2025.01.05	15:00:00	95006.80	95006.80	94952.86	94952.86	900	0	52"
"2025.01.05	15:15:00	94952.80	94960.36	94935.76	94939.35	782	0	52"
"2025.01.05	15:30:00	94939.29	95014.99	94938.75	95004.40	900	0	52"
"2025.01.05	15:45:00	95004.34	95013.92	94964.86	94999.52	900	0	52"
"2025.01.05	16:00:00	94999.46	95031.88	94981.18	94981.18	900	0	52"
"2025.01.05	16:15:00	94981.12	94981.12	94942.97	94942.97	900	0	52"
"2025.01.05	16:30:00	94942.91	94962.00	94909.38	94909.38	900	0	52"
"2025.01.05	16:45:00	94909.32	94920.68	94872.20	94909.43	900	0	52"
"2025.01.05	17:00:00	94909.37	94929.26	94878.29	94908.74	900	0	52"
"2025.01.05	17:15:00	94908.68	94941.17	94906.10	94918.01	900	0	52"
"2025.01.05	17:30:00	94917.95	94917.95	94874.03	94876.77	900	0	52"
"2025.01.05	17:45:00	94876.71	94883.48	94841.60	94841.60	900	0	52"
"2025.01.05	18:00:00	94841.54	94855.82	94819.28	94819.28	900	0	52"
"2025.01.05	18:15:00	94819.22	94888.95	94803.20	94880.25	900	0	52"
"2025.01.05	18:30:00	94880.19	94880.19	94826.25	94826.25	900	0	52"
"2025.01.05	18:45:00	94826.19	94826.19	94785.33	94806.35	900	0	52"
"2025.01.05	19:00:00	94806.29	94817.06	94788.14	94810.36	900	0	52"
"2025.01.05	19:15:00	94810.30	94810.98	94782.16	94785.24	900	0	52"
"2025.01.05	19:30:00	94785.18	94790.33	94760.64	94760.99	900	0	52"
"2025.01.05	19:45:00	94760.93	94805.56	94749.77	94776.70	900	0	52"
"2025.01.05	20:00:00	94776.64	94859.91	94759.90	94851.51	900	0	52"
"2025.01.05	20:15:00	94851.45	94851.45	94825.12	94846.45	900	0	52"
"2025.01.05	20:30:00	94846.39	94863.68	94816.21	94846.16	900	0	52"
"2025.01.05	20:45:00	94846.10	94884.22	94837.55	94878.16	900	0	52"
"2025.01.05	21:00:00	94878.10	94953.87	94854.16	94945.29	900	0	52"
"2025.01.05	21:15:00	94945.23	94962.19	94925.77	94925.77	900	0	52"
"2025.01.05	21:30:00	94925.71	95001.70	94923.73	94969.60	900	0	52"
"2025.01.05	21:45:00	94969.54	94969.54	94933.42	94940.84	900	0	52"
"2025.01.05	22:00:00	94940.78	94940.78	94886.84	94886.84	900	0	52"
"2025.01.05	22:15:00	94886.78	94886.78	94848.86	94858.76	900	0	52"
"2025.01.05	22:30:00	94858.70	94908.17	94845.20	94896.47	900	0	52"
"2025.01.05	22:45:00	94896.41	94964.83	94891.31	94961.29	900	0	52"
"2025.01.05	23:00:00	94961.23	94984.67	94948.43	94948.43	900	0	52"
"2025.01.05	23:15:00	94948.37	94959.60	94913.70	94913.70	900	0	52"
"2025.01.05	23:30:00	94913.64	94969.84	94903.56	94961.70	900	0	52"
"2025.01.05	23:45:00	94961.64	94961.64	94918.92	94924.17	900	0	52"
"2025.01.06	00:00:00	94924.11	94961.01	94909.23	94959.57	900	0	52"
"2025.01.06	00:15:00	94959.51	94959.51	94920.57	94930.87	900	0	52"
"2025.01.06	00:30:00	94930.81	94947.29	94894.31	94894.31	900	0	52"
"2025.01.06	00:45:00	94894.25	94904.98	94855.36	94855.36	900	0	52"
"2025.01.06	01:00:00	94855.30	94855.30	94808.44	94845.74	900	0	52"
"2025.01.06	01:15:00	94845.68	94851.73	94814.53	94814.53	900	0	52"
"2025.01.06	01:30:00	94814.47	94843.71	94789.99	94830.33	900	0	52"
"2025.01.06	01:45:00	94830.27	94904.77	94823.01	94898.59	900	0	52"
"2025.01.06	02:00:00	94898.53	94911.05	94876.85	94876.85	900	0	52"
"2025.01.06	02:15:00	94876.79	94876.79	94840.04	94851.37	900	0	52"
"2025.01.06	02:30:00	94851.31	94894.73	94844.57	94844.57	900	0	52"
"2025.01.06	02:45:00	94844.51	94844.51	94808.87	94812.14	900	0	52"
"2025.01.06	03:00:00	94812.08	94831.53	94787.94	94829.49	900	0	52"
"2025.01.06	03:15:00	94829.43	94841.68	94792.00	94792.00	900	0	52"
"2025.01.06	03:30:00	94791.94	94819.08	94780.78	94792.26	900	0	52"
"2025.01.06	03:45:00	94792.20	94792.20	94750.80	94765.97	900	0	52"
"2025.01.06	04:00:00	94765.91	94801.44	94747.97	94785.30	900	0	52"
"2025.01.06	04:15:00	94785.24	94789.24	94757.78	94787.26	900	0	52"
"2025.01.06	04:30:00	94787.20	94869.55	94773.46	94861.63	900	0	52"
"2025.01.06	04:45:00	94861.57	94861.57	94807.63	94807.63	900	0	52"
"2025.01.06	05:00:00	94807.57	94811.76	94776.72	94776.72	900	0	52"
"2025.01.06	05:15:00	94776.66	94815.64	94776.30	94783.30	900	0	52"
"2025.01.06	05:30:00	94783.24	94841.05	94779.28	94812.25	900	0	52"
"2025.01.06	05:45:00	94812.19	94812.19	94773.56	94773.56	900	0	52"
"2025.01.06	06:00:00	94773.50	94773.50	94719.56	94719.56	900	0	52"
"2025.01.06	06:15:00	94719.50	94719.50	94694.30	94701.69	900	0	52"
"2025.01.06	06:30:00	94701.63	94773.73	94699.71	94767.85	900	0	52"
"2025.01.06	06:45:00	94767.79	94810.53	94767.31	94786.35	900	0	52"
"2025.01.06	07:00:00	94786.29	94807.24	94778.47	94804.30	900	0	52"
"2025.01.06	07:15:00	94804.24	94848.34	94774.15	94840.42	900	0	52"
"2025.01.06	07:30:00	94840.36	94934.04	94839.82	94924.70	900	0	52"
"2025.01.06	07:45:00	94924.64	94959.01	94900.16	94951.45	900	0	52"
"2025.01.06	08:00:00	94951.39	94960.91	94927.97	94927.97	900	0	52"
"2025.01.06	08:15:00	94927.91	94927.91	94874.03	94874.03	899	0	52"
"2025.01.06	08:30:00	94873.97	94903.43	94856.75	94856.75	900	0	52"
"2025.01.06	08:45:00	94856.69	94876.00	94819.25	94875.40	900	0	52"
"2025.01.06	09:00:00	94875.34	94953.89	94856.14	94934.93	900	0	52"
"2025.01.06	09:15:00	94934.87	94934.87	94897.97	94908.70	900	0	52"
"2025.01.06	09:30:00	94908.64	94931.20	94900.06	94903.06	900	0	52"
"2025.01.06	09:45:00	94903.00	94942.63	94895.92	94938.25	900	0	52"
"2025.01.06	10:00:00	94938.19	94971.22	94931.74	94957.92	900	0	52"
"2025.01.06	10:15:00	94957.86	94957.86	94905.66	94924.48	900	0	52"
"2025.01.06	10:30:00	94924.42	94924.42	94901.86	94903.95	900	0	52"
"2025.01.06	10:45:00	94903.89	94924.07	94871.93	94871.93	900	0	52"
"2025.01.06	11:00:00	94871.87	94920.56	94861.43	94907.24	900	0	52"
"2025.01.06	11:15:00	94907.18	94927.12	94884.98	94900.48	817	0	52"
"2025.01.06	11:30:00	94900.42	94938.89	94897.13	94897.13	900	0	52"
"2025.01.06	11:45:00	94897.07	94908.70	94875.16	94886.92	900	0	52"
"2025.01.06	12:00:00	94886.86	94899.80	94849.60	94886.48	900	0	52"
"2025.01.06	12:15:00	94886.42	94888.95	94856.73	94875.73	900	0	52"
"2025.01.06	12:30:00	94875.67	94880.56	94845.16	94862.09	900	0	52"
